author,comment,case_folded_comment
@K47YTSUS7415Cc,"Bener kata si Bahlil, Nurut kita yg Salah. ( Dulu Para Pejabat jg bilang kek gitu, "" karena kita gak bisa mengelola, jadi seluruh SDA dr Sabang-Merauke  kita serahkan ke Asing biar dikelolah Oleh mereka "" 😂😂😂 32th berlalu & berlanjut sampe sekarang.","bener kata si bahlil, nurut kita yg salah. ( dulu para pejabat jg bilang kek gitu, "" karena kita gak bisa mengelola, jadi seluruh sda dr sabang-merauke  kita serahkan ke asing biar dikelolah oleh mereka "" 😂😂😂 32th berlalu & berlanjut sampe sekarang."
@ryanlfc7031,Kuliah nya di oslo jadi gableg 😂,kuliah nya di oslo jadi gableg 😂
@umarchatab6145,Logika ngibul,logika ngibul
@wawaladangultom4196,Mukanya yang over capacity kelewat ganteng,mukanya yang over capacity kelewat ganteng
@azam7079,Bahlilbahlil,bahlilbahlil
@hendravideographer, @retnayuli  ke saya bang. nanti ta kirim ya, @retnayuli  ke saya bang. nanti ta kirim ya
@krisalfarizi,LoL kau,lol kau
@mobiltrukfiz3357,"Itu logika paling sederhana 😢, tapi kok ya berbelit-belit kek ijazah","itu logika paling sederhana 😢, tapi kok ya berbelit-belit kek ijazah"
@mobiltrukfiz3357,"​ @mikeconroe3328 😂😂😂 njir Goblin, Orch-nya siapa dong?","​ @mikeconroe3328 😂😂😂 njir goblin, orch-nya siapa dong?"
@JAMRUDFoodGame-q3z,"BAHASA TERMUL... shein kanan belok kiri..
Sok NKRI padahal paling GARONG..","bahasa termul... shein kanan belok kiri..
sok nkri padahal paling garong.."
@MrDefour,"Lah saya baru mau komentar kayak begini, tp sudah ada yg komentar ginian duluan 😂","lah saya baru mau komentar kayak begini, tp sudah ada yg komentar ginian duluan 😂"
@time_traveler85558,Emangnya goblin punya logika? 😂,emangnya goblin punya logika? 😂
@AntonBalangan,minyak ngantri di pom bensin 😂,minyak ngantri di pom bensin 😂
@agussupriyadi4034,"Dia kira, dia yang paling pinter. Jadi bisa dikibulin...😅😅","dia kira, dia yang paling pinter. jadi bisa dikibulin...😅😅"
@Samsul08293,Garong berbulu mentri itu,garong berbulu mentri itu
@theresiasembiring4210,​ @shellarevi5876 mana berani wowok ngelawan si mulyono,​ @shellarevi5876 mana berani wowok ngelawan si mulyono
@guz3108,​ @mikeconroe3328 😅😅😅 goblin,​ @mikeconroe3328 😅😅😅 goblin
@gustamotto5948,maksud over kapasitas itu tangkinya sdh support banyak. malah over kapasitas tangkinya. masalah bukan di tangki kurang tapi produksi kurang. ini menteri keuangan kok sana sini maksa buang duit. kalau kelebihan mending bagi2 dah ke rakyat.,maksud over kapasitas itu tangkinya sdh support banyak. malah over kapasitas tangkinya. masalah bukan di tangki kurang tapi produksi kurang. ini menteri keuangan kok sana sini maksa buang duit. kalau kelebihan mending bagi2 dah ke rakyat.
@farmduasatu9387,"Belajar dululah apa.itu over capacity,, jangan disamain dengan ever produksi, dan beljarlah berbaik sangka sama orang, kecuali  sudah terbiasa makan yg tidak halal maka penyakit hati sulit disembuhkan","belajar dululah apa.itu over capacity,, jangan disamain dengan ever produksi, dan beljarlah berbaik sangka sama orang, kecuali  sudah terbiasa makan yg tidak halal maka penyakit hati sulit disembuhkan"
@yuukihighwizard9674,"Overcapacity tapi masyarakat ngantri, impor terus, tapi merugi 😂
jelas lah itu ladang korupsi si bahlil","overcapacity tapi masyarakat ngantri, impor terus, tapi merugi 😂
jelas lah itu ladang korupsi si bahlil"
@salam_nyangkut.,🤣🤣,🤣🤣
@ojolgaming9138,Bahlil dicopot saja gpp,bahlil dicopot saja gpp
@PutraDua-g9p,"​ @shellarevi5876 ketua partai besar, cukup beresiko klo diganti","​ @shellarevi5876 ketua partai besar, cukup beresiko klo diganti"
@devonrichs2333,"liat menteri titipan emg kesel bet ya, beda ma pak purbaya yang hanya berpatok ke presiden dan tanpa partai","liat menteri titipan emg kesel bet ya, beda ma pak purbaya yang hanya berpatok ke presiden dan tanpa partai"
@kusada3035,Yang over capacity kayaknya rekening pribadi,yang over capacity kayaknya rekening pribadi
@ekobudisantoso2840,Kalau bukan karena politik aku yakin pak Bahlil udah diganti yang lebih baik.,kalau bukan karena politik aku yakin pak bahlil udah diganti yang lebih baik.
@KaryoAbg,Torennya yg kecil om,torennya yg kecil om
@punksaja301,PARAH EMANG NI MANUSIA,parah emang ni manusia
@ariyanto-wc2jc,Mau sampai kapan import BBM pak mentri?,mau sampai kapan import bbm pak mentri?
@ipoenx7232,​ @NanikSuciowati kan titipan pakde....,​ @naniksuciowati kan titipan pakde....
@alfatihridho2672,Gak mau bangun kilang takut minyak melimpah rakyat makmur gak bisa impor lagi gak ada yg di korupsi,gak mau bangun kilang takut minyak melimpah rakyat makmur gak bisa impor lagi gak ada yg di korupsi
@Captain-America-Super,"​ @nathanwidhiarso8586 masalahnya politik balas Budi masih tetap berlaku, karena Bahlil jg ikut yg mendukung kemenangan Prabowo","​ @nathanwidhiarso8586 masalahnya politik balas budi masih tetap berlaku, karena bahlil jg ikut yg mendukung kemenangan prabowo"
@Captain-America-Super,​ @shellarevi5876 tau politik balas Budi ?,​ @shellarevi5876 tau politik balas budi ?
@igitt2952,Over capacity knp msih impor?,over capacity knp msih impor?
@audricaewaldo3535,"Paling skemanya sama kek korupsi kemarin, di tumbun biar dijual keluar keuntungannya dibagi dah sama satu badan perusahaan.","paling skemanya sama kek korupsi kemarin, di tumbun biar dijual keluar keuntungannya dibagi dah sama satu badan perusahaan."
@butin6666,bahluuuuuul akut,bahluuuuuul akut
@suami_sah_eula,Ditambah kilang minya tiap tahun kebakar seolah kita dipaksa import minyak mentah,ditambah kilang minya tiap tahun kebakar seolah kita dipaksa import minyak mentah
@rivoafriadis4278,"Lah, over tp pemgiriman bbm d prtmna cma sekali sehari, mlem udh hbis itu pertalite,","lah, over tp pemgiriman bbm d prtmna cma sekali sehari, mlem udh hbis itu pertalite,"
@hdr725,Biar bisa korupsi selisih harga..paham dong,biar bisa korupsi selisih harga..paham dong
@adisuherman1735,Tempat makan MBG saja import dari cina. Supaya dapat cuan,tempat makan mbg saja import dari cina. supaya dapat cuan
@tonyrokuhachi5368,​ @shellarevi5876 mungkin karena ketum kuning ya,​ @shellarevi5876 mungkin karena ketum kuning ya
@Kururiha,Gk logis😂😊,gk logis😂😊
@okiozil4526,Bahlil ganti aja lah,bahlil ganti aja lah
@abdulazizhartanto3597,IPK 2 ga usah ditanya lagi bener salahnya bro wkwk,ipk 2 ga usah ditanya lagi bener salahnya bro wkwk
@fchristono,"kl import itu ada fee dan komisi buat para calo atau mafianya kl produksi sendiri apa lg pake minyak mentah dalam negeri gak ada cuan buat pemilik tanker, calo, makelar, perantara dll nya
gitu aja koq repot.. udah terlalu kotor mendingan di bekukan / bubarkan bikin perusahaan baru dgn  org jg baru yg jujur","kl import itu ada fee dan komisi buat para calo atau mafianya kl produksi sendiri apa lg pake minyak mentah dalam negeri gak ada cuan buat pemilik tanker, calo, makelar, perantara dll nya
gitu aja koq repot.. udah terlalu kotor mendingan di bekukan / bubarkan bikin perusahaan baru dgn  org jg baru yg jujur"
@kickboxing2003J,Sibahlul😅,sibahlul😅
@SelimutTetangga-lm4pg,"Over capacity itu maksudnya nanti setelah menambah 7 kilang baru, tapi sampai sekarang 1 kilang pun nggak jadi2, gampangnya yg bilang over capacity itu lagi sedang bermimpi😂😂 bagimana mau over lah wong kilangnya aja nggak di tambah2","over capacity itu maksudnya nanti setelah menambah 7 kilang baru, tapi sampai sekarang 1 kilang pun nggak jadi2, gampangnya yg bilang over capacity itu lagi sedang bermimpi😂😂 bagimana mau over lah wong kilangnya aja nggak di tambah2"
@maguswibowo981," @mikeconroe3328  waduh mas, anda kok..he..he..he benar sih...."," @mikeconroe3328  waduh mas, anda kok..he..he..he benar sih...."
@FAISALSEPTIAN-fy4pf," @cmorimoybalb  anjir goblin,gak smegol aja bang"," @cmorimoybalb  anjir goblin,gak smegol aja bang"
@dedyrushadmaka5137,Mereka hanya ingin mudah saja.,mereka hanya ingin mudah saja.
@rico8573,"Ya akan tetap impor, lha wong produksi minyak hny 600.000 barrel/hari","ya akan tetap impor, lha wong produksi minyak hny 600.000 barrel/hari"
@steviepramudita9239,"over capacity itu bukan over supply, mohon dibedakan 😂","over capacity itu bukan over supply, mohon dibedakan 😂"
@imangfirman,Bener juga wkwk,bener juga wkwk
@de.mozza0599,Sama2 acting 2.2nya,sama2 acting 2.2nya
@louvelouve370,Pengkhianat,pengkhianat
@AhmadRohman-p2i,Diawal liat tumbnail udah ngomong dalem ati gini juga,diawal liat tumbnail udah ngomong dalem ati gini juga
@ngeyelancook,"𝙼𝚊𝚗𝚝𝚊𝚙 𝚋𝚊𝚗𝚐 𝙋𝙐𝙍𝘽𝘼𝙔𝘼❤❤❤❤, 𝚔𝚎𝚓𝚊𝚛 𝚝𝚎𝚛𝚞𝚜 𝚢𝚊𝚗𝚐 𝘽𝙀𝙍𝙈𝘼𝙎𝘼𝙇𝘼𝙃 𝚜𝚊𝚖𝚙𝚊𝚒 𝚜𝚎𝚕𝚎𝚜𝚊𝚒 𝚙𝚊","𝙼𝚊𝚗𝚝𝚊𝚙 𝚋𝚊𝚗𝚐 𝙋𝙐𝙍𝘽𝘼𝙔𝘼❤❤❤❤, 𝚔𝚎𝚓𝚊𝚛 𝚝𝚎𝚛𝚞𝚜 𝚢𝚊𝚗𝚐 𝘽𝙀𝙍𝙈𝘼𝙎𝘼𝙇𝘼𝙃 𝚜𝚊𝚖𝚙𝚊𝚒 𝚜𝚎𝚕𝚎𝚜𝚊𝚒 𝚙𝚊"
@Asfirkun,Dan kami lebih percaya pak purba dari pada pak bahlil 😅,dan kami lebih percaya pak purba dari pada pak bahlil 😅
@KicauManiaAR,"inilah tujuanya negeri ini merdeka... yg katanya pahlawan2 ,,,, inilaah tujuanyaa sebenarnyaaa...😂","inilah tujuanya negeri ini merdeka... yg katanya pahlawan2 ,,,, inilaah tujuanyaa sebenarnyaaa...😂"
@SaifulBahri-n3m,"Pegawai bumn gk ada yg becus kerja,harusnya di pecat mereka.perusahaan rugi pegawai hidup nya mewah apa lagi dirut,gk bisa kerja rugi mulu","pegawai bumn gk ada yg becus kerja,harusnya di pecat mereka.perusahaan rugi pegawai hidup nya mewah apa lagi dirut,gk bisa kerja rugi mulu"
@Duniaanak-007,Dia kira semua rakyat bisa di bohongi,dia kira semua rakyat bisa di bohongi
@usmanshaggy72,​ @mikeconroe3328 Pak Purbaya belum terbukti baru menjabat bisa bgus bisa jg tidak tp klo yg satu sudah terbukti apa ???? 😅,​ @mikeconroe3328 pak purbaya belum terbukti baru menjabat bisa bgus bisa jg tidak tp klo yg satu sudah terbukti apa ???? 😅
@petealfaruq2702,"Mentri kita si mungil dr timur itu emang lucu2nya, dan yang LBH mgherankan kok bisa JD mntri?... Punya wibawa aj enggak, 300jt jiwa. Msh bnyak org pintar","mentri kita si mungil dr timur itu emang lucu2nya, dan yang lbh mgherankan kok bisa jd mntri?... punya wibawa aj enggak, 300jt jiwa. msh bnyak org pintar"
@abdusshomad6630,PERTAMINA MALING,pertamina maling
@abdusshomad6630,Wajah tuyul mafia pertamina,wajah tuyul mafia pertamina
@tuanil6551,"Jangan mau dibodohi sama goblin ini, yg dimaksud over capasity adalah apabila suatu benda melebihi batas maksimal yang seharusnya.
.
Berarti kan minyak kita banyak bahkan tumpah2 kalo over capasity, tapi kenyataannya kita itu selalu impor dari luar seakan kurang terus kebutuhan dalam negeri. Kan aneh?
.
Kemudian kalo emang over capasity kilang, ya bikin kilang baru supaya gak over, kelihatan banget malesnya. Gimana rakyat mau dapat lapangan pekerjaan kalo gamau bikin kilang tapi maunya impor terus?","jangan mau dibodohi sama goblin ini, yg dimaksud over capasity adalah apabila suatu benda melebihi batas maksimal yang seharusnya.
.
berarti kan minyak kita banyak bahkan tumpah2 kalo over capasity, tapi kenyataannya kita itu selalu impor dari luar seakan kurang terus kebutuhan dalam negeri. kan aneh?
.
kemudian kalo emang over capasity kilang, ya bikin kilang baru supaya gak over, kelihatan banget malesnya. gimana rakyat mau dapat lapangan pekerjaan kalo gamau bikin kilang tapi maunya impor terus?"
@ardastories2925,emang dia orang over pintarnya sampe ga bs di logika😂,emang dia orang over pintarnya sampe ga bs di logika😂
@AlexSihite-i5f,​ @ahmadnasir7286 betul pak.solar dilampung barat 12rb eceran,​ @ahmadnasir7286 betul pak.solar dilampung barat 12rb eceran
@isninlubis7034,Orang paling bodoh pun harusnya punya logika seperti ini ya,orang paling bodoh pun harusnya punya logika seperti ini ya
@nursudi989,"sebenarnya bikin kilang juga rugi,impor juga rugi,eranya sdh berubah,cina morning menyebut 60℅ spbu di Tiongkok tutup,menurutku yg tepat pecat bahlil 😊😊😊😊😊","sebenarnya bikin kilang juga rugi,impor juga rugi,eranya sdh berubah,cina morning menyebut 60℅ spbu di tiongkok tutup,menurutku yg tepat pecat bahlil 😊😊😊😊😊"
@sekedarhiburan730,"Lahh bener, knp si Bahlil Mash impor? Jangan bodohin rakyat lahh, kami udah kenyang d kibulin, gak mau lagi tertipu omongan gak masuk akal😂","lahh bener, knp si bahlil mash impor? jangan bodohin rakyat lahh, kami udah kenyang d kibulin, gak mau lagi tertipu omongan gak masuk akal😂"
@normansimorangkir13,"Over capacity maksudnya kilang yg ada sudah produski diatas kapasitasnya, tetapi masih dibawah/lebih kecil dari kebutuhan/konsumsi dalam negeri.

Tetapi SALAH BESARNYA adalah sudah begitu tdk mau juga aktifkan kilang yg nganggur atau membangun kilang baru.
Memang PARAAAAAHHHH!!!!😢😢😢😢","over capacity maksudnya kilang yg ada sudah produski diatas kapasitasnya, tetapi masih dibawah/lebih kecil dari kebutuhan/konsumsi dalam negeri.

tetapi salah besarnya adalah sudah begitu tdk mau juga aktifkan kilang yg nganggur atau membangun kilang baru.
memang paraaaaahhhh!!!!😢😢😢😢"
@yuzarsif4457,Kalw gak impor .GK ada uang masukkk ke kantong..pribadi,kalw gak impor .gk ada uang masukkk ke kantong..pribadi
@RojoRatu,😊 tambang BBM SERAHIN ke MALAYSIA SAJA .. NEGARA UNTUNG .. RAKYAT UNTUNG  BBM MURAH .. NO OPLOS,😊 tambang bbm serahin ke malaysia saja .. negara untung .. rakyat untung  bbm murah .. no oplos
@EncepSuherlan-d6t,Muka nya serem,muka nya serem
@x-chess,​ @roromera7685 rakyatnya juga sailing menghambat.. Jalan Raya juga Ada pemiliknya.. 😂,​ @roromera7685 rakyatnya juga sailing menghambat.. jalan raya juga ada pemiliknya.. 😂
@abubakr535,​ @Masaddurenkepel mentri itu selali kontrak politik,​ @masaddurenkepel mentri itu selali kontrak politik
@nuraidaaida-g6z,Singapura negara kecil aj bisa  bangun kilang,singapura negara kecil aj bisa  bangun kilang
@sisipanbalaraja1798,Mentri merangkap mafia😂,mentri merangkap mafia😂
@KhairapremierA1KhairapremierA1,Impor karena over capacity ? Kenapa ndak bangun kilang baru utk hindari impor kata pak purbaya. Pertanyaan yang masuk akal sekali,impor karena over capacity ? kenapa ndak bangun kilang baru utk hindari impor kata pak purbaya. pertanyaan yang masuk akal sekali
@mariatheresiadjiati3600,Meski buat kilang baru utk menutupi kebutuhan.bbm tapi harus diingat import crude oil/minyak mentah harus tetap import bung krn produksi minyak mentah hanya 500ribu barel/hari,meski buat kilang baru utk menutupi kebutuhan.bbm tapi harus diingat import crude oil/minyak mentah harus tetap import bung krn produksi minyak mentah hanya 500ribu barel/hari
@panjinugrho,awkowkowko betul dikata kita bego kali yak,awkowkowko betul dikata kita bego kali yak
@ahmadamiludin5542,​ @NanikSuciowati itu menteri pintar namanya🤭,​ @naniksuciowati itu menteri pintar namanya🤭
@avesena975,"over capacity berarti kan produksi melimpah tapi harga ngikut international, aneh. iran aja bbm mentah ga ada harganya wkwkwk","over capacity berarti kan produksi melimpah tapi harga ngikut international, aneh. iran aja bbm mentah ga ada harganya wkwkwk"
@mrlaurent3759,Kalau inget adegan film jenderal aladeen persis pas jenderal aladeen diganti gembala suruh buka akses negara wadiyah untuk minyak persis,kalau inget adegan film jenderal aladeen persis pas jenderal aladeen diganti gembala suruh buka akses negara wadiyah untuk minyak persis
@nominaumira1855,​ @shellarevi5876 ketua partai golkar boss ada jasa tim pemenangan waktu kampanye bkn rahasia umum,​ @shellarevi5876 ketua partai golkar boss ada jasa tim pemenangan waktu kampanye bkn rahasia umum
@epihernita1441,"Overkapasity ,,,,terlalu banyak minyak itu ekspor jon ,,,,,bukan malah impor ,,,,,dagelan malah di bahlulll","overkapasity ,,,,terlalu banyak minyak itu ekspor jon ,,,,,bukan malah impor ,,,,,dagelan malah di bahlulll"
@alipmuharam4295,Bahlil impor mulu,bahlil impor mulu
@burhanjs3639,"Awas , ada mafia...","awas , ada mafia..."
@banguntriwijayanto256,"Saya sudah lelah dengan semua lelucon aneh yang dilakukan oleh pejabat di bangsa Indonesia ini Ya Rabb, cuma bs pasrah tawakal az karena g bs apa2 jg sebagai rakyat biasa, Ya Allah tunjukkan kuasa dan keadilan Mu terhadap orang-orang yang mengkhianati bangsa nya sendiri, Aamiin Ya Rabbal Alamiin 🤲🏼","saya sudah lelah dengan semua lelucon aneh yang dilakukan oleh pejabat di bangsa indonesia ini ya rabb, cuma bs pasrah tawakal az karena g bs apa2 jg sebagai rakyat biasa, ya allah tunjukkan kuasa dan keadilan mu terhadap orang-orang yang mengkhianati bangsa nya sendiri, aamiin ya rabbal alamiin 🤲🏼"
@banguntriwijayanto256,"Saya sudah lelah dengan semua lelucon aneh yang dilakukan oleh pejabat di bangsa Indonesia ini Ya Rabb, cuma bs pasrah tawakal az karena g bs apa2 jg sebagai rakyat biasa, Ya Allah tunjukkan kuasa dan keadilan Mu terhadap orang-orang yang mengkhianati bangsa nya sendiri, Aamiin Ya Rabbal Alamiin 🤲🏼","saya sudah lelah dengan semua lelucon aneh yang dilakukan oleh pejabat di bangsa indonesia ini ya rabb, cuma bs pasrah tawakal az karena g bs apa2 jg sebagai rakyat biasa, ya allah tunjukkan kuasa dan keadilan mu terhadap orang-orang yang mengkhianati bangsa nya sendiri, aamiin ya rabbal alamiin 🤲🏼"
@jabrisan5738,"​ @dreimarsch388 a😅😅setuju komen anda...
Anda sangat cerdas... 😅","​ @dreimarsch388 a😅😅setuju komen anda...
anda sangat cerdas... 😅"
@kidslivechannel12,lah logikanya bahlul lu tanya..,lah logikanya bahlul lu tanya..
