author,comment,clean_comment,tokens,bigrams
@danangprabowo2741,​ @shellarevi5876 .terkadang masalah  itu tidak harus dihilangkan..biarkan tetap ada ..supaya bisa kita observasi cara kerjanya ...,​ @shellarevi5876 .terkadang masalah  itu tidak harus dihilangkan..biarkan tetap ada ..supaya bisa kita observasi cara kerjanya ...,"['\u200b', '@', 'shellarevi5876', '.terkadang', 'masalah', 'itu', 'tidak', 'harus', 'dihilangkan', '..', 'biarkan', 'tetap', 'ada', '..', 'supaya', 'bisa', 'kita', 'observasi', 'cara', 'kerjanya', '...']","[('\u200b', '@'), ('@', 'shellarevi5876'), ('shellarevi5876', '.terkadang'), ('.terkadang', 'masalah'), ('masalah', 'itu'), ('itu', 'tidak'), ('tidak', 'harus'), ('harus', 'dihilangkan'), ('dihilangkan', '..'), ('..', 'biarkan'), ('biarkan', 'tetap'), ('tetap', 'ada'), ('ada', '..'), ('..', 'supaya'), ('supaya', 'bisa'), ('bisa', 'kita'), ('kita', 'observasi'), ('observasi', 'cara'), ('cara', 'kerjanya'), ('kerjanya', '...')]"
@roromera7685,Negara Indonesia g maju2 bukan dari Rakyatnya trnyata tp Pejabat Ny sndiri yg menghambat Negara Indonesia g Maju2 😮,negara indonesia g maju2 bukan dari rakyatnya trnyata tp pejabat ny sndiri yg menghambat negara indonesia g maju2 😮,"['negara', 'indonesia', 'g', 'maju2', 'bukan', 'dari', 'rakyatnya', 'trnyata', 'tp', 'pejabat', 'ny', 'sndiri', 'yg', 'menghambat', 'negara', 'indonesia', 'g', 'maju2', '😮']","[('negara', 'indonesia'), ('indonesia', 'g'), ('g', 'maju2'), ('maju2', 'bukan'), ('bukan', 'dari'), ('dari', 'rakyatnya'), ('rakyatnya', 'trnyata'), ('trnyata', 'tp'), ('tp', 'pejabat'), ('pejabat', 'ny'), ('ny', 'sndiri'), ('sndiri', 'yg'), ('yg', 'menghambat'), ('menghambat', 'negara'), ('negara', 'indonesia'), ('indonesia', 'g'), ('g', 'maju2'), ('maju2', '😮')]"
@upikharyanti7288,Karena Bahlil makelar importnya😂,karena bahlil makelar importnya😂,"['karena', 'bahlil', 'makelar', 'importnya😂']","[('karena', 'bahlil'), ('bahlil', 'makelar'), ('makelar', 'importnya😂')]"
@jait227,"bahlil ASBUN,,","bahlil asbun,,","['bahlil', 'asbun', ',', ',']","[('bahlil', 'asbun'), ('asbun', ','), (',', ',')]"
@nazmiyoug7407,Bahlil lg stand up 😂😂😂,bahlil lg stand up 😂😂😂,"['bahlil', 'lg', 'stand', 'up', '😂😂😂']","[('bahlil', 'lg'), ('lg', 'stand'), ('stand', 'up'), ('up', '😂😂😂')]"
@lakalakamnasi8432,Dukung Menkeu buat terobosan yg baru,dukung menkeu buat terobosan yg baru,"['dukung', 'menkeu', 'buat', 'terobosan', 'yg', 'baru']","[('dukung', 'menkeu'), ('menkeu', 'buat'), ('buat', 'terobosan'), ('terobosan', 'yg'), ('yg', 'baru')]"
@NanikSuciowati,Heran knpa menteri SEBODOH itu TDK DIRESUFLE oleh P Wowo,heran knpa menteri sebodoh itu tdk diresufle oleh p wowo,"['heran', 'knpa', 'menteri', 'sebodoh', 'itu', 'tdk', 'diresufle', 'oleh', 'p', 'wowo']","[('heran', 'knpa'), ('knpa', 'menteri'), ('menteri', 'sebodoh'), ('sebodoh', 'itu'), ('itu', 'tdk'), ('tdk', 'diresufle'), ('diresufle', 'oleh'), ('oleh', 'p'), ('p', 'wowo')]"
@Wagiso-us2yn,ya mending dibuat bancakan duitnya daripada utk bikin kilang..,ya mending dibuat bancakan duitnya daripada utk bikin kilang..,"['ya', 'mending', 'dibuat', 'bancakan', 'duitnya', 'daripada', 'utk', 'bikin', 'kilang', '..']","[('ya', 'mending'), ('mending', 'dibuat'), ('dibuat', 'bancakan'), ('bancakan', 'duitnya'), ('duitnya', 'daripada'), ('daripada', 'utk'), ('utk', 'bikin'), ('bikin', 'kilang'), ('kilang', '..')]"
@Aku-kv3kb,Di dengkul😂😂😂,di dengkul😂😂😂,"['di', 'dengkul😂😂😂']","[('di', 'dengkul😂😂😂')]"
@Aku-kv3kb,Tuyul mbah lil😂😂,tuyul mbah lil😂😂,"['tuyul', 'mbah', 'lil😂😂']","[('tuyul', 'mbah'), ('mbah', 'lil😂😂')]"
@hapsarinepramudyo4228,"Beli pertalite sore hari di.SPBU nihil kata petugas pertalite tersedia di pagi hari hingga siang .... 

Bener ngga sih kebijakan ini (pencerahaannya dong loer)","beli pertalite sore hari di.spbu nihil kata petugas pertalite tersedia di pagi hari hingga siang .... 

bener ngga sih kebijakan ini (pencerahaannya dong loer)","['beli', 'pertalite', 'sore', 'hari', 'di.spbu', 'nihil', 'kata', 'petugas', 'pertalite', 'tersedia', 'di', 'pagi', 'hari', 'hingga', 'siang', '....', 'bener', 'ngga', 'sih', 'kebijakan', 'ini', '(', 'pencerahaannya', 'dong', 'loer', ')']","[('beli', 'pertalite'), ('pertalite', 'sore'), ('sore', 'hari'), ('hari', 'di.spbu'), ('di.spbu', 'nihil'), ('nihil', 'kata'), ('kata', 'petugas'), ('petugas', 'pertalite'), ('pertalite', 'tersedia'), ('tersedia', 'di'), ('di', 'pagi'), ('pagi', 'hari'), ('hari', 'hingga'), ('hingga', 'siang'), ('siang', '....'), ('....', 'bener'), ('bener', 'ngga'), ('ngga', 'sih'), ('sih', 'kebijakan'), ('kebijakan', 'ini'), ('ini', '('), ('(', 'pencerahaannya'), ('pencerahaannya', 'dong'), ('dong', 'loer'), ('loer', ')')]"
@KarmanNoob,Makin aneh ajah penjelasan ESDM ini jadi bahan kecurigaan & tertawaan rakyat kecil😮,makin aneh ajah penjelasan esdm ini jadi bahan kecurigaan & tertawaan rakyat kecil😮,"['makin', 'aneh', 'ajah', 'penjelasan', 'esdm', 'ini', 'jadi', 'bahan', 'kecurigaan', '&', 'tertawaan', 'rakyat', 'kecil😮']","[('makin', 'aneh'), ('aneh', 'ajah'), ('ajah', 'penjelasan'), ('penjelasan', 'esdm'), ('esdm', 'ini'), ('ini', 'jadi'), ('jadi', 'bahan'), ('bahan', 'kecurigaan'), ('kecurigaan', '&'), ('&', 'tertawaan'), ('tertawaan', 'rakyat'), ('rakyat', 'kecil😮')]"
@RusdyBoy-k7w,"Saya heran orang  Jokowi ini  dari ijazah palsu  sampai kilang  Pertamina tidak berdasar data pakta   padahal baHlul  ini baru di ESDM   berapa bulan, pak purbaya jujur berkata pakta  sesuwai  yg di sampaikan  pak haok.","saya heran orang  jokowi ini  dari ijazah palsu  sampai kilang  pertamina tidak berdasar data pakta   padahal bahlul  ini baru di esdm   berapa bulan, pak purbaya jujur berkata pakta  sesuwai  yg di sampaikan  pak haok.","['saya', 'heran', 'orang', 'jokowi', 'ini', 'dari', 'ijazah', 'palsu', 'sampai', 'kilang', 'pertamina', 'tidak', 'berdasar', 'data', 'pakta', 'padahal', 'bahlul', 'ini', 'baru', 'di', 'esdm', 'berapa', 'bulan', ',', 'pak', 'purbaya', 'jujur', 'berkata', 'pakta', 'sesuwai', 'yg', 'di', 'sampaikan', 'pak', 'haok', '.']","[('saya', 'heran'), ('heran', 'orang'), ('orang', 'jokowi'), ('jokowi', 'ini'), ('ini', 'dari'), ('dari', 'ijazah'), ('ijazah', 'palsu'), ('palsu', 'sampai'), ('sampai', 'kilang'), ('kilang', 'pertamina'), ('pertamina', 'tidak'), ('tidak', 'berdasar'), ('berdasar', 'data'), ('data', 'pakta'), ('pakta', 'padahal'), ('padahal', 'bahlul'), ('bahlul', 'ini'), ('ini', 'baru'), ('baru', 'di'), ('di', 'esdm'), ('esdm', 'berapa'), ('berapa', 'bulan'), ('bulan', ','), (',', 'pak'), ('pak', 'purbaya'), ('purbaya', 'jujur'), ('jujur', 'berkata'), ('berkata', 'pakta'), ('pakta', 'sesuwai'), ('sesuwai', 'yg'), ('yg', 'di'), ('di', 'sampaikan'), ('sampaikan', 'pak'), ('pak', 'haok'), ('haok', '.')]"
@bajahitam5476,Dia pikir rakyat sekarang percaya apa ini 2025 pak lil tidak semudah itu mau ngibulin rakyat.,dia pikir rakyat sekarang percaya apa ini 2025 pak lil tidak semudah itu mau ngibulin rakyat.,"['dia', 'pikir', 'rakyat', 'sekarang', 'percaya', 'apa', 'ini', '2025', 'pak', 'lil', 'tidak', 'semudah', 'itu', 'mau', 'ngibulin', 'rakyat', '.']","[('dia', 'pikir'), ('pikir', 'rakyat'), ('rakyat', 'sekarang'), ('sekarang', 'percaya'), ('percaya', 'apa'), ('apa', 'ini'), ('ini', '2025'), ('2025', 'pak'), ('pak', 'lil'), ('lil', 'tidak'), ('tidak', 'semudah'), ('semudah', 'itu'), ('itu', 'mau'), ('mau', 'ngibulin'), ('ngibulin', 'rakyat'), ('rakyat', '.')]"
@biasmaylinka4234,​ @shellarevi5876  sepemikiran... kok masih di pertahankan,​ @shellarevi5876  sepemikiran... kok masih di pertahankan,"['\u200b', '@', 'shellarevi5876', 'sepemikiran', '...', 'kok', 'masih', 'di', 'pertahankan']","[('\u200b', '@'), ('@', 'shellarevi5876'), ('shellarevi5876', 'sepemikiran'), ('sepemikiran', '...'), ('...', 'kok'), ('kok', 'masih'), ('masih', 'di'), ('di', 'pertahankan')]"
@AsepSuryanto-zu2bp,Kalau over ngapain impor😅😅😅,kalau over ngapain impor😅😅😅,"['kalau', 'over', 'ngapain', 'impor😅😅😅']","[('kalau', 'over'), ('over', 'ngapain'), ('ngapain', 'impor😅😅😅')]"
@DSA_VLOG93,Pak masyarakat sudah cerdas sekarang hati hati dalam berstatment 😂,pak masyarakat sudah cerdas sekarang hati hati dalam berstatment 😂,"['pak', 'masyarakat', 'sudah', 'cerdas', 'sekarang', 'hati', 'hati', 'dalam', 'berstatment', '😂']","[('pak', 'masyarakat'), ('masyarakat', 'sudah'), ('sudah', 'cerdas'), ('cerdas', 'sekarang'), ('sekarang', 'hati'), ('hati', 'hati'), ('hati', 'dalam'), ('dalam', 'berstatment'), ('berstatment', '😂')]"
@cangkemrabies2008,tetep impor tadi crude oil bukan base oilnya,tetep impor tadi crude oil bukan base oilnya,"['tetep', 'impor', 'tadi', 'crude', 'oil', 'bukan', 'base', 'oilnya']","[('tetep', 'impor'), ('impor', 'tadi'), ('tadi', 'crude'), ('crude', 'oil'), ('oil', 'bukan'), ('bukan', 'base'), ('base', 'oilnya')]"
@jefryjong4750,"😂😂😂😂, itulah kadang pejabat Konoha anggap rakyatnya ginlok..dan mudah dibohongi😢","😂😂😂😂, itulah kadang pejabat konoha anggap rakyatnya ginlok..dan mudah dibohongi😢","['😂😂😂😂', ',', 'itulah', 'kadang', 'pejabat', 'konoha', 'anggap', 'rakyatnya', 'ginlok', '..', 'dan', 'mudah', 'dibohongi😢']","[('😂😂😂😂', ','), (',', 'itulah'), ('itulah', 'kadang'), ('kadang', 'pejabat'), ('pejabat', 'konoha'), ('konoha', 'anggap'), ('anggap', 'rakyatnya'), ('rakyatnya', 'ginlok'), ('ginlok', '..'), ('..', 'dan'), ('dan', 'mudah'), ('mudah', 'dibohongi😢')]"
@alofficial205,"Berharap Prabowo segera pecat menteri2nya titipannya geng solo yg kerjanya pemeras rakyat dan korupsi kekayaan alam serta maling duit rakyat,,Krn kl TDK secepatnya pecat yg ada Prabowo digulung sama anggota geng Solo!!!","berharap prabowo segera pecat menteri2nya titipannya geng solo yg kerjanya pemeras rakyat dan korupsi kekayaan alam serta maling duit rakyat,,krn kl tdk secepatnya pecat yg ada prabowo digulung sama anggota geng solo!!!","['berharap', 'prabowo', 'segera', 'pecat', 'menteri2nya', 'titipannya', 'geng', 'solo', 'yg', 'kerjanya', 'pemeras', 'rakyat', 'dan', 'korupsi', 'kekayaan', 'alam', 'serta', 'maling', 'duit', 'rakyat', ',', ',krn', 'kl', 'tdk', 'secepatnya', 'pecat', 'yg', 'ada', 'prabowo', 'digulung', 'sama', 'anggota', 'geng', 'solo', '!', '!', '!']","[('berharap', 'prabowo'), ('prabowo', 'segera'), ('segera', 'pecat'), ('pecat', 'menteri2nya'), ('menteri2nya', 'titipannya'), ('titipannya', 'geng'), ('geng', 'solo'), ('solo', 'yg'), ('yg', 'kerjanya'), ('kerjanya', 'pemeras'), ('pemeras', 'rakyat'), ('rakyat', 'dan'), ('dan', 'korupsi'), ('korupsi', 'kekayaan'), ('kekayaan', 'alam'), ('alam', 'serta'), ('serta', 'maling'), ('maling', 'duit'), ('duit', 'rakyat'), ('rakyat', ','), (',', ',krn'), (',krn', 'kl'), ('kl', 'tdk'), ('tdk', 'secepatnya'), ('secepatnya', 'pecat'), ('pecat', 'yg'), ('yg', 'ada'), ('ada', 'prabowo'), ('prabowo', 'digulung'), ('digulung', 'sama'), ('sama', 'anggota'), ('anggota', 'geng'), ('geng', 'solo'), ('solo', '!'), ('!', '!'), ('!', '!')]"
@satisfied_dany,Minyak dari kilang mereka ekspor dan kita impor minyak ke negara seperti Singapura biar bisa di-mark up harganya atau ambil dari negara yg disanksi Amerika biar dapat harga murah.. sisa subsidi bisa Mereka caplok,minyak dari kilang mereka ekspor dan kita impor minyak ke negara seperti singapura biar bisa di-mark up harganya atau ambil dari negara yg disanksi amerika biar dapat harga murah.. sisa subsidi bisa mereka caplok,"['minyak', 'dari', 'kilang', 'mereka', 'ekspor', 'dan', 'kita', 'impor', 'minyak', 'ke', 'negara', 'seperti', 'singapura', 'biar', 'bisa', 'di-mark', 'up', 'harganya', 'atau', 'ambil', 'dari', 'negara', 'yg', 'disanksi', 'amerika', 'biar', 'dapat', 'harga', 'murah', '..', 'sisa', 'subsidi', 'bisa', 'mereka', 'caplok']","[('minyak', 'dari'), ('dari', 'kilang'), ('kilang', 'mereka'), ('mereka', 'ekspor'), ('ekspor', 'dan'), ('dan', 'kita'), ('kita', 'impor'), ('impor', 'minyak'), ('minyak', 'ke'), ('ke', 'negara'), ('negara', 'seperti'), ('seperti', 'singapura'), ('singapura', 'biar'), ('biar', 'bisa'), ('bisa', 'di-mark'), ('di-mark', 'up'), ('up', 'harganya'), ('harganya', 'atau'), ('atau', 'ambil'), ('ambil', 'dari'), ('dari', 'negara'), ('negara', 'yg'), ('yg', 'disanksi'), ('disanksi', 'amerika'), ('amerika', 'biar'), ('biar', 'dapat'), ('dapat', 'harga'), ('harga', 'murah'), ('murah', '..'), ('..', 'sisa'), ('sisa', 'subsidi'), ('subsidi', 'bisa'), ('bisa', 'mereka'), ('mereka', 'caplok')]"
@kcbelilas,"over capacity, riau minyak diesel aja susah, pdhl atas baah isi'a minyak","over capacity, riau minyak diesel aja susah, pdhl atas baah isi'a minyak","['over', 'capacity', ',', 'riau', 'minyak', 'diesel', 'aja', 'susah', ',', 'pdhl', 'atas', 'baah', 'isi', ""'"", 'a', 'minyak']","[('over', 'capacity'), ('capacity', ','), (',', 'riau'), ('riau', 'minyak'), ('minyak', 'diesel'), ('diesel', 'aja'), ('aja', 'susah'), ('susah', ','), (',', 'pdhl'), ('pdhl', 'atas'), ('atas', 'baah'), ('baah', 'isi'), ('isi', ""'""), (""'"", 'a'), ('a', 'minyak')]"
@alitadnyana1218,CATAT PARTAINYA,catat partainya,"['catat', 'partainya']","[('catat', 'partainya')]"
@debujalanan7261,Jangan lupakan peran para WAKIL PARPOL yg   seharusnya mengawasi. Para WAKIL PARPOL sudah pasti kebagian UANG DIAM untuk pura-pura tidak tau.,jangan lupakan peran para wakil parpol yg   seharusnya mengawasi. para wakil parpol sudah pasti kebagian uang diam untuk pura-pura tidak tau.,"['jangan', 'lupakan', 'peran', 'para', 'wakil', 'parpol', 'yg', 'seharusnya', 'mengawasi', '.', 'para', 'wakil', 'parpol', 'sudah', 'pasti', 'kebagian', 'uang', 'diam', 'untuk', 'pura-pura', 'tidak', 'tau', '.']","[('jangan', 'lupakan'), ('lupakan', 'peran'), ('peran', 'para'), ('para', 'wakil'), ('wakil', 'parpol'), ('parpol', 'yg'), ('yg', 'seharusnya'), ('seharusnya', 'mengawasi'), ('mengawasi', '.'), ('.', 'para'), ('para', 'wakil'), ('wakil', 'parpol'), ('parpol', 'sudah'), ('sudah', 'pasti'), ('pasti', 'kebagian'), ('kebagian', 'uang'), ('uang', 'diam'), ('diam', 'untuk'), ('untuk', 'pura-pura'), ('pura-pura', 'tidak'), ('tidak', 'tau'), ('tau', '.')]"
@allenz-zy3,Menteri kebanggaan jokontolll😅😅😅😅,menteri kebanggaan jokontolll😅😅😅😅,"['menteri', 'kebanggaan', 'jokontolll😅😅😅😅']","[('menteri', 'kebanggaan'), ('kebanggaan', 'jokontolll😅😅😅😅')]"
@bakasboy4792,😂,😂,['😂'],[]
@ramasaid9915,Tuyul berkulit coklat,tuyul berkulit coklat,"['tuyul', 'berkulit', 'coklat']","[('tuyul', 'berkulit'), ('berkulit', 'coklat')]"
@rabbanichannel2461,Ayo tebak siapa kira2 mentri sebentar lagi yg akan ditangkap kpk?,ayo tebak siapa kira2 mentri sebentar lagi yg akan ditangkap kpk?,"['ayo', 'tebak', 'siapa', 'kira2', 'mentri', 'sebentar', 'lagi', 'yg', 'akan', 'ditangkap', 'kpk', '?']","[('ayo', 'tebak'), ('tebak', 'siapa'), ('siapa', 'kira2'), ('kira2', 'mentri'), ('mentri', 'sebentar'), ('sebentar', 'lagi'), ('lagi', 'yg'), ('yg', 'akan'), ('akan', 'ditangkap'), ('ditangkap', 'kpk'), ('kpk', '?')]"
@ajidabumumtaz8849,Klo termul percaya ajah krn gk bisa rasional. Surplus ko malah import,klo termul percaya ajah krn gk bisa rasional. surplus ko malah import,"['klo', 'termul', 'percaya', 'ajah', 'krn', 'gk', 'bisa', 'rasional', '.', 'surplus', 'ko', 'malah', 'import']","[('klo', 'termul'), ('termul', 'percaya'), ('percaya', 'ajah'), ('ajah', 'krn'), ('krn', 'gk'), ('gk', 'bisa'), ('bisa', 'rasional'), ('rasional', '.'), ('.', 'surplus'), ('surplus', 'ko'), ('ko', 'malah'), ('malah', 'import')]"
@dreimarsch388,"Mereka kerja sama, sama pihak luar, jual keluar lalu di impor balik, Taulah itu hanya permainan, di kepala mereka hanya keuntungan pribadi.🤣🤣🤣 Itu hanya pembelian hantu bro, itu hanya permainan, itu barang milik pertamina sendiri.","mereka kerja sama, sama pihak luar, jual keluar lalu di impor balik, taulah itu hanya permainan, di kepala mereka hanya keuntungan pribadi.🤣🤣🤣 itu hanya pembelian hantu bro, itu hanya permainan, itu barang milik pertamina sendiri.","['mereka', 'kerja', 'sama', ',', 'sama', 'pihak', 'luar', ',', 'jual', 'keluar', 'lalu', 'di', 'impor', 'balik', ',', 'taulah', 'itu', 'hanya', 'permainan', ',', 'di', 'kepala', 'mereka', 'hanya', 'keuntungan', 'pribadi.🤣🤣🤣', 'itu', 'hanya', 'pembelian', 'hantu', 'bro', ',', 'itu', 'hanya', 'permainan', ',', 'itu', 'barang', 'milik', 'pertamina', 'sendiri', '.']","[('mereka', 'kerja'), ('kerja', 'sama'), ('sama', ','), (',', 'sama'), ('sama', 'pihak'), ('pihak', 'luar'), ('luar', ','), (',', 'jual'), ('jual', 'keluar'), ('keluar', 'lalu'), ('lalu', 'di'), ('di', 'impor'), ('impor', 'balik'), ('balik', ','), (',', 'taulah'), ('taulah', 'itu'), ('itu', 'hanya'), ('hanya', 'permainan'), ('permainan', ','), (',', 'di'), ('di', 'kepala'), ('kepala', 'mereka'), ('mereka', 'hanya'), ('hanya', 'keuntungan'), ('keuntungan', 'pribadi.🤣🤣🤣'), ('pribadi.🤣🤣🤣', 'itu'), ('itu', 'hanya'), ('hanya', 'pembelian'), ('pembelian', 'hantu'), ('hantu', 'bro'), ('bro', ','), (',', 'itu'), ('itu', 'hanya'), ('hanya', 'permainan'), ('permainan', ','), (',', 'itu'), ('itu', 'barang'), ('barang', 'milik'), ('milik', 'pertamina'), ('pertamina', 'sendiri'), ('sendiri', '.')]"
@NurfinLamuda,​ @mikeconroe3328 klo orang teknis justru nyurinya lebih rapiiii,​ @mikeconroe3328 klo orang teknis justru nyurinya lebih rapiiii,"['\u200b', '@', 'mikeconroe3328', 'klo', 'orang', 'teknis', 'justru', 'nyurinya', 'lebih', 'rapiiii']","[('\u200b', '@'), ('@', 'mikeconroe3328'), ('mikeconroe3328', 'klo'), ('klo', 'orang'), ('orang', 'teknis'), ('teknis', 'justru'), ('justru', 'nyurinya'), ('nyurinya', 'lebih'), ('lebih', 'rapiiii')]"
@abdulrasid3360,Menteri ESDM+ pejabat²nya+pertamina+pejabat²nya under capacity semua😂😂😂😂😂,menteri esdm+ pejabat²nya+pertamina+pejabat²nya under capacity semua😂😂😂😂😂,"['menteri', 'esdm+', 'pejabat²nya+pertamina+pejabat²nya', 'under', 'capacity', 'semua😂😂😂😂😂']","[('menteri', 'esdm+'), ('esdm+', 'pejabat²nya+pertamina+pejabat²nya'), ('pejabat²nya+pertamina+pejabat²nya', 'under'), ('under', 'capacity'), ('capacity', 'semua😂😂😂😂😂')]"
@adammarcelo0911,Knp presiden masih mempertahankan.....ada apa yaa ?😂,knp presiden masih mempertahankan.....ada apa yaa ?😂,"['knp', 'presiden', 'masih', 'mempertahankan', '.....', 'ada', 'apa', 'yaa', '?', '😂']","[('knp', 'presiden'), ('presiden', 'masih'), ('masih', 'mempertahankan'), ('mempertahankan', '.....'), ('.....', 'ada'), ('ada', 'apa'), ('apa', 'yaa'), ('yaa', '?'), ('?', '😂')]"
@kaoskaosdistro,"Kilangnya penuh maksudnya, cm dpt 1.1juta, pdhl sehari butuh 1.6
Makanya import mulu","kilangnya penuh maksudnya, cm dpt 1.1juta, pdhl sehari butuh 1.6
makanya import mulu","['kilangnya', 'penuh', 'maksudnya', ',', 'cm', 'dpt', '1.1juta', ',', 'pdhl', 'sehari', 'butuh', '1.6', 'makanya', 'import', 'mulu']","[('kilangnya', 'penuh'), ('penuh', 'maksudnya'), ('maksudnya', ','), (',', 'cm'), ('cm', 'dpt'), ('dpt', '1.1juta'), ('1.1juta', ','), (',', 'pdhl'), ('pdhl', 'sehari'), ('sehari', 'butuh'), ('butuh', '1.6'), ('1.6', 'makanya'), ('makanya', 'import'), ('import', 'mulu')]"
@suprianto9444,​ @NurfinLamuda kocak lu belain bahlil😂😂,​ @nurfinlamuda kocak lu belain bahlil😂😂,"['\u200b', '@', 'nurfinlamuda', 'kocak', 'lu', 'belain', 'bahlil😂😂']","[('\u200b', '@'), ('@', 'nurfinlamuda'), ('nurfinlamuda', 'kocak'), ('kocak', 'lu'), ('lu', 'belain'), ('belain', 'bahlil😂😂')]"
@takumi_8679,"Memang overcapacity, tp mayoritas kilang teknologi jadul, jadi udah ga bisa produksi bbm berkualitas tinggi, otomatis impor ke singapua yg kilangnya lebih modern. Harusnya upgrade kilang","memang overcapacity, tp mayoritas kilang teknologi jadul, jadi udah ga bisa produksi bbm berkualitas tinggi, otomatis impor ke singapua yg kilangnya lebih modern. harusnya upgrade kilang","['memang', 'overcapacity', ',', 'tp', 'mayoritas', 'kilang', 'teknologi', 'jadul', ',', 'jadi', 'udah', 'ga', 'bisa', 'produksi', 'bbm', 'berkualitas', 'tinggi', ',', 'otomatis', 'impor', 'ke', 'singapua', 'yg', 'kilangnya', 'lebih', 'modern', '.', 'harusnya', 'upgrade', 'kilang']","[('memang', 'overcapacity'), ('overcapacity', ','), (',', 'tp'), ('tp', 'mayoritas'), ('mayoritas', 'kilang'), ('kilang', 'teknologi'), ('teknologi', 'jadul'), ('jadul', ','), (',', 'jadi'), ('jadi', 'udah'), ('udah', 'ga'), ('ga', 'bisa'), ('bisa', 'produksi'), ('produksi', 'bbm'), ('bbm', 'berkualitas'), ('berkualitas', 'tinggi'), ('tinggi', ','), (',', 'otomatis'), ('otomatis', 'impor'), ('impor', 'ke'), ('ke', 'singapua'), ('singapua', 'yg'), ('yg', 'kilangnya'), ('kilangnya', 'lebih'), ('lebih', 'modern'), ('modern', '.'), ('.', 'harusnya'), ('harusnya', 'upgrade'), ('upgrade', 'kilang')]"
@pratamaramadhan8265,"cuan mereka dari impor bang, jadi gamau nambah kilang wkwkwk","cuan mereka dari impor bang, jadi gamau nambah kilang wkwkwk","['cuan', 'mereka', 'dari', 'impor', 'bang', ',', 'jadi', 'gamau', 'nambah', 'kilang', 'wkwkwk']","[('cuan', 'mereka'), ('mereka', 'dari'), ('dari', 'impor'), ('impor', 'bang'), ('bang', ','), (',', 'jadi'), ('jadi', 'gamau'), ('gamau', 'nambah'), ('nambah', 'kilang'), ('kilang', 'wkwkwk')]"
@yusnomi6370,Teruntuk kalimantan barat antri solar sudh makanan tiap hri selama 7-8 thn,teruntuk kalimantan barat antri solar sudh makanan tiap hri selama 7-8 thn,"['teruntuk', 'kalimantan', 'barat', 'antri', 'solar', 'sudh', 'makanan', 'tiap', 'hri', 'selama', '7-8', 'thn']","[('teruntuk', 'kalimantan'), ('kalimantan', 'barat'), ('barat', 'antri'), ('antri', 'solar'), ('solar', 'sudh'), ('sudh', 'makanan'), ('makanan', 'tiap'), ('tiap', 'hri'), ('hri', 'selama'), ('selama', '7-8'), ('7-8', 'thn')]"
@irfanmaulanas6631,Dulu boneka sengkunl ada jokow sekarang ada plcoLo,dulu boneka sengkunl ada jokow sekarang ada plcolo,"['dulu', 'boneka', 'sengkunl', 'ada', 'jokow', 'sekarang', 'ada', 'plcolo']","[('dulu', 'boneka'), ('boneka', 'sengkunl'), ('sengkunl', 'ada'), ('ada', 'jokow'), ('jokow', 'sekarang'), ('sekarang', 'ada'), ('ada', 'plcolo')]"
