author,comment,clean_comment,tokens,trigrams
@shellarevi5876,Bener banget heran apa sii yg buat pak prabowo masih mempertahankan itu org padahal banyak orang Indonesia yg lebih pinter dan yg jelas jujur dan mau bekerja bener²,bener banget heran apa sii yg buat pak prabowo masih mempertahankan itu org padahal banyak orang indonesia yg lebih pinter dan yg jelas jujur dan mau bekerja bener²,"['bener', 'banget', 'heran', 'apa', 'sii', 'yg', 'buat', 'pak', 'prabowo', 'masih', 'mempertahankan', 'itu', 'org', 'padahal', 'banyak', 'orang', 'indonesia', 'yg', 'lebih', 'pinter', 'dan', 'yg', 'jelas', 'jujur', 'dan', 'mau', 'bekerja', 'bener²']","[('bener', 'banget', 'heran'), ('banget', 'heran', 'apa'), ('heran', 'apa', 'sii'), ('apa', 'sii', 'yg'), ('sii', 'yg', 'buat'), ('yg', 'buat', 'pak'), ('buat', 'pak', 'prabowo'), ('pak', 'prabowo', 'masih'), ('prabowo', 'masih', 'mempertahankan'), ('masih', 'mempertahankan', 'itu'), ('mempertahankan', 'itu', 'org'), ('itu', 'org', 'padahal'), ('org', 'padahal', 'banyak'), ('padahal', 'banyak', 'orang'), ('banyak', 'orang', 'indonesia'), ('orang', 'indonesia', 'yg'), ('indonesia', 'yg', 'lebih'), ('yg', 'lebih', 'pinter'), ('lebih', 'pinter', 'dan'), ('pinter', 'dan', 'yg'), ('dan', 'yg', 'jelas'), ('yg', 'jelas', 'jujur'), ('jelas', 'jujur', 'dan'), ('jujur', 'dan', 'mau'), ('dan', 'mau', 'bekerja'), ('mau', 'bekerja', 'bener²')]"
@mbahjosss3836,Kl gak impor gakada lahanbasah gaes😅,kl gak impor gakada lahanbasah gaes😅,"['kl', 'gak', 'impor', 'gakada', 'lahanbasah', 'gaes😅']","[('kl', 'gak', 'impor'), ('gak', 'impor', 'gakada'), ('impor', 'gakada', 'lahanbasah'), ('gakada', 'lahanbasah', 'gaes😅')]"
@AgusSalim-xn1ul,"​ @retnayuli Hampir semua polanya sama, ...","​ @retnayuli hampir semua polanya sama, ...","['\u200b', '@', 'retnayuli', 'hampir', 'semua', 'polanya', 'sama', ',', '...']","[('\u200b', '@', 'retnayuli'), ('@', 'retnayuli', 'hampir'), ('retnayuli', 'hampir', 'semua'), ('hampir', 'semua', 'polanya'), ('semua', 'polanya', 'sama'), ('polanya', 'sama', ','), ('sama', ',', '...')]"
@nathanwidhiarso8586,"​ @shellarevi5876 sepertinya itu jurus strategi RI1 untuk melemahkan partai kuning.. maka diangkatlah menteri keuangan yang punya power dan kapabilitas yang pas, maju terus pak prabowo.. singkirkan antek2 partai yang merusak negeri ini.","​ @shellarevi5876 sepertinya itu jurus strategi ri1 untuk melemahkan partai kuning.. maka diangkatlah menteri keuangan yang punya power dan kapabilitas yang pas, maju terus pak prabowo.. singkirkan antek2 partai yang merusak negeri ini.","['\u200b', '@', 'shellarevi5876', 'sepertinya', 'itu', 'jurus', 'strategi', 'ri1', 'untuk', 'melemahkan', 'partai', 'kuning', '..', 'maka', 'diangkatlah', 'menteri', 'keuangan', 'yang', 'punya', 'power', 'dan', 'kapabilitas', 'yang', 'pas', ',', 'maju', 'terus', 'pak', 'prabowo', '..', 'singkirkan', 'antek2', 'partai', 'yang', 'merusak', 'negeri', 'ini', '.']","[('\u200b', '@', 'shellarevi5876'), ('@', 'shellarevi5876', 'sepertinya'), ('shellarevi5876', 'sepertinya', 'itu'), ('sepertinya', 'itu', 'jurus'), ('itu', 'jurus', 'strategi'), ('jurus', 'strategi', 'ri1'), ('strategi', 'ri1', 'untuk'), ('ri1', 'untuk', 'melemahkan'), ('untuk', 'melemahkan', 'partai'), ('melemahkan', 'partai', 'kuning'), ('partai', 'kuning', '..'), ('kuning', '..', 'maka'), ('..', 'maka', 'diangkatlah'), ('maka', 'diangkatlah', 'menteri'), ('diangkatlah', 'menteri', 'keuangan'), ('menteri', 'keuangan', 'yang'), ('keuangan', 'yang', 'punya'), ('yang', 'punya', 'power'), ('punya', 'power', 'dan'), ('power', 'dan', 'kapabilitas'), ('dan', 'kapabilitas', 'yang'), ('kapabilitas', 'yang', 'pas'), ('yang', 'pas', ','), ('pas', ',', 'maju'), (',', 'maju', 'terus'), ('maju', 'terus', 'pak'), ('terus', 'pak', 'prabowo'), ('pak', 'prabowo', '..'), ('prabowo', '..', 'singkirkan'), ('..', 'singkirkan', 'antek2'), ('singkirkan', 'antek2', 'partai'), ('antek2', 'partai', 'yang'), ('partai', 'yang', 'merusak'), ('yang', 'merusak', 'negeri'), ('merusak', 'negeri', 'ini'), ('negeri', 'ini', '.')]"
@warbotaow8385,Asli bahlil harus diganti karna impor impor terus,asli bahlil harus diganti karna impor impor terus,"['asli', 'bahlil', 'harus', 'diganti', 'karna', 'impor', 'impor', 'terus']","[('asli', 'bahlil', 'harus'), ('bahlil', 'harus', 'diganti'), ('harus', 'diganti', 'karna'), ('diganti', 'karna', 'impor'), ('karna', 'impor', 'impor'), ('impor', 'impor', 'terus')]"
@Pertamax93,"Menteri ini Berfikir gak pakai logika
Tpi pakai duit😂","menteri ini berfikir gak pakai logika
tpi pakai duit😂","['menteri', 'ini', 'berfikir', 'gak', 'pakai', 'logika', 'tpi', 'pakai', 'duit😂']","[('menteri', 'ini', 'berfikir'), ('ini', 'berfikir', 'gak'), ('berfikir', 'gak', 'pakai'), ('gak', 'pakai', 'logika'), ('pakai', 'logika', 'tpi'), ('logika', 'tpi', 'pakai'), ('tpi', 'pakai', 'duit😂')]"
@danangprabowo2741,​ @shellarevi5876 .terkadang masalah  itu tidak harus dihilangkan..biarkan tetap ada ..supaya bisa kita observasi cara kerjanya ...,​ @shellarevi5876 .terkadang masalah  itu tidak harus dihilangkan..biarkan tetap ada ..supaya bisa kita observasi cara kerjanya ...,"['\u200b', '@', 'shellarevi5876', '.terkadang', 'masalah', 'itu', 'tidak', 'harus', 'dihilangkan', '..', 'biarkan', 'tetap', 'ada', '..', 'supaya', 'bisa', 'kita', 'observasi', 'cara', 'kerjanya', '...']","[('\u200b', '@', 'shellarevi5876'), ('@', 'shellarevi5876', '.terkadang'), ('shellarevi5876', '.terkadang', 'masalah'), ('.terkadang', 'masalah', 'itu'), ('masalah', 'itu', 'tidak'), ('itu', 'tidak', 'harus'), ('tidak', 'harus', 'dihilangkan'), ('harus', 'dihilangkan', '..'), ('dihilangkan', '..', 'biarkan'), ('..', 'biarkan', 'tetap'), ('biarkan', 'tetap', 'ada'), ('tetap', 'ada', '..'), ('ada', '..', 'supaya'), ('..', 'supaya', 'bisa'), ('supaya', 'bisa', 'kita'), ('bisa', 'kita', 'observasi'), ('kita', 'observasi', 'cara'), ('observasi', 'cara', 'kerjanya'), ('cara', 'kerjanya', '...')]"
@roromera7685,Negara Indonesia g maju2 bukan dari Rakyatnya trnyata tp Pejabat Ny sndiri yg menghambat Negara Indonesia g Maju2 😮,negara indonesia g maju2 bukan dari rakyatnya trnyata tp pejabat ny sndiri yg menghambat negara indonesia g maju2 😮,"['negara', 'indonesia', 'g', 'maju2', 'bukan', 'dari', 'rakyatnya', 'trnyata', 'tp', 'pejabat', 'ny', 'sndiri', 'yg', 'menghambat', 'negara', 'indonesia', 'g', 'maju2', '😮']","[('negara', 'indonesia', 'g'), ('indonesia', 'g', 'maju2'), ('g', 'maju2', 'bukan'), ('maju2', 'bukan', 'dari'), ('bukan', 'dari', 'rakyatnya'), ('dari', 'rakyatnya', 'trnyata'), ('rakyatnya', 'trnyata', 'tp'), ('trnyata', 'tp', 'pejabat'), ('tp', 'pejabat', 'ny'), ('pejabat', 'ny', 'sndiri'), ('ny', 'sndiri', 'yg'), ('sndiri', 'yg', 'menghambat'), ('yg', 'menghambat', 'negara'), ('menghambat', 'negara', 'indonesia'), ('negara', 'indonesia', 'g'), ('indonesia', 'g', 'maju2'), ('g', 'maju2', '😮')]"
@upikharyanti7288,Karena Bahlil makelar importnya😂,karena bahlil makelar importnya😂,"['karena', 'bahlil', 'makelar', 'importnya😂']","[('karena', 'bahlil', 'makelar'), ('bahlil', 'makelar', 'importnya😂')]"
@jait227,"bahlil ASBUN,,","bahlil asbun,,","['bahlil', 'asbun', ',', ',']","[('bahlil', 'asbun', ','), ('asbun', ',', ',')]"
@nazmiyoug7407,Bahlil lg stand up 😂😂😂,bahlil lg stand up 😂😂😂,"['bahlil', 'lg', 'stand', 'up', '😂😂😂']","[('bahlil', 'lg', 'stand'), ('lg', 'stand', 'up'), ('stand', 'up', '😂😂😂')]"
@lakalakamnasi8432,Dukung Menkeu buat terobosan yg baru,dukung menkeu buat terobosan yg baru,"['dukung', 'menkeu', 'buat', 'terobosan', 'yg', 'baru']","[('dukung', 'menkeu', 'buat'), ('menkeu', 'buat', 'terobosan'), ('buat', 'terobosan', 'yg'), ('terobosan', 'yg', 'baru')]"
@NanikSuciowati,Heran knpa menteri SEBODOH itu TDK DIRESUFLE oleh P Wowo,heran knpa menteri sebodoh itu tdk diresufle oleh p wowo,"['heran', 'knpa', 'menteri', 'sebodoh', 'itu', 'tdk', 'diresufle', 'oleh', 'p', 'wowo']","[('heran', 'knpa', 'menteri'), ('knpa', 'menteri', 'sebodoh'), ('menteri', 'sebodoh', 'itu'), ('sebodoh', 'itu', 'tdk'), ('itu', 'tdk', 'diresufle'), ('tdk', 'diresufle', 'oleh'), ('diresufle', 'oleh', 'p'), ('oleh', 'p', 'wowo')]"
@Wagiso-us2yn,ya mending dibuat bancakan duitnya daripada utk bikin kilang..,ya mending dibuat bancakan duitnya daripada utk bikin kilang..,"['ya', 'mending', 'dibuat', 'bancakan', 'duitnya', 'daripada', 'utk', 'bikin', 'kilang', '..']","[('ya', 'mending', 'dibuat'), ('mending', 'dibuat', 'bancakan'), ('dibuat', 'bancakan', 'duitnya'), ('bancakan', 'duitnya', 'daripada'), ('duitnya', 'daripada', 'utk'), ('daripada', 'utk', 'bikin'), ('utk', 'bikin', 'kilang'), ('bikin', 'kilang', '..')]"
@Aku-kv3kb,Di dengkul😂😂😂,di dengkul😂😂😂,"['di', 'dengkul😂😂😂']",[]
@Aku-kv3kb,Tuyul mbah lil😂😂,tuyul mbah lil😂😂,"['tuyul', 'mbah', 'lil😂😂']","[('tuyul', 'mbah', 'lil😂😂')]"
@hapsarinepramudyo4228,"Beli pertalite sore hari di.SPBU nihil kata petugas pertalite tersedia di pagi hari hingga siang .... 

Bener ngga sih kebijakan ini (pencerahaannya dong loer)","beli pertalite sore hari di.spbu nihil kata petugas pertalite tersedia di pagi hari hingga siang .... 

bener ngga sih kebijakan ini (pencerahaannya dong loer)","['beli', 'pertalite', 'sore', 'hari', 'di.spbu', 'nihil', 'kata', 'petugas', 'pertalite', 'tersedia', 'di', 'pagi', 'hari', 'hingga', 'siang', '....', 'bener', 'ngga', 'sih', 'kebijakan', 'ini', '(', 'pencerahaannya', 'dong', 'loer', ')']","[('beli', 'pertalite', 'sore'), ('pertalite', 'sore', 'hari'), ('sore', 'hari', 'di.spbu'), ('hari', 'di.spbu', 'nihil'), ('di.spbu', 'nihil', 'kata'), ('nihil', 'kata', 'petugas'), ('kata', 'petugas', 'pertalite'), ('petugas', 'pertalite', 'tersedia'), ('pertalite', 'tersedia', 'di'), ('tersedia', 'di', 'pagi'), ('di', 'pagi', 'hari'), ('pagi', 'hari', 'hingga'), ('hari', 'hingga', 'siang'), ('hingga', 'siang', '....'), ('siang', '....', 'bener'), ('....', 'bener', 'ngga'), ('bener', 'ngga', 'sih'), ('ngga', 'sih', 'kebijakan'), ('sih', 'kebijakan', 'ini'), ('kebijakan', 'ini', '('), ('ini', '(', 'pencerahaannya'), ('(', 'pencerahaannya', 'dong'), ('pencerahaannya', 'dong', 'loer'), ('dong', 'loer', ')')]"
@KarmanNoob,Makin aneh ajah penjelasan ESDM ini jadi bahan kecurigaan & tertawaan rakyat kecil😮,makin aneh ajah penjelasan esdm ini jadi bahan kecurigaan & tertawaan rakyat kecil😮,"['makin', 'aneh', 'ajah', 'penjelasan', 'esdm', 'ini', 'jadi', 'bahan', 'kecurigaan', '&', 'tertawaan', 'rakyat', 'kecil😮']","[('makin', 'aneh', 'ajah'), ('aneh', 'ajah', 'penjelasan'), ('ajah', 'penjelasan', 'esdm'), ('penjelasan', 'esdm', 'ini'), ('esdm', 'ini', 'jadi'), ('ini', 'jadi', 'bahan'), ('jadi', 'bahan', 'kecurigaan'), ('bahan', 'kecurigaan', '&'), ('kecurigaan', '&', 'tertawaan'), ('&', 'tertawaan', 'rakyat'), ('tertawaan', 'rakyat', 'kecil😮')]"
@RusdyBoy-k7w,"Saya heran orang  Jokowi ini  dari ijazah palsu  sampai kilang  Pertamina tidak berdasar data pakta   padahal baHlul  ini baru di ESDM   berapa bulan, pak purbaya jujur berkata pakta  sesuwai  yg di sampaikan  pak haok.","saya heran orang  jokowi ini  dari ijazah palsu  sampai kilang  pertamina tidak berdasar data pakta   padahal bahlul  ini baru di esdm   berapa bulan, pak purbaya jujur berkata pakta  sesuwai  yg di sampaikan  pak haok.","['saya', 'heran', 'orang', 'jokowi', 'ini', 'dari', 'ijazah', 'palsu', 'sampai', 'kilang', 'pertamina', 'tidak', 'berdasar', 'data', 'pakta', 'padahal', 'bahlul', 'ini', 'baru', 'di', 'esdm', 'berapa', 'bulan', ',', 'pak', 'purbaya', 'jujur', 'berkata', 'pakta', 'sesuwai', 'yg', 'di', 'sampaikan', 'pak', 'haok', '.']","[('saya', 'heran', 'orang'), ('heran', 'orang', 'jokowi'), ('orang', 'jokowi', 'ini'), ('jokowi', 'ini', 'dari'), ('ini', 'dari', 'ijazah'), ('dari', 'ijazah', 'palsu'), ('ijazah', 'palsu', 'sampai'), ('palsu', 'sampai', 'kilang'), ('sampai', 'kilang', 'pertamina'), ('kilang', 'pertamina', 'tidak'), ('pertamina', 'tidak', 'berdasar'), ('tidak', 'berdasar', 'data'), ('berdasar', 'data', 'pakta'), ('data', 'pakta', 'padahal'), ('pakta', 'padahal', 'bahlul'), ('padahal', 'bahlul', 'ini'), ('bahlul', 'ini', 'baru'), ('ini', 'baru', 'di'), ('baru', 'di', 'esdm'), ('di', 'esdm', 'berapa'), ('esdm', 'berapa', 'bulan'), ('berapa', 'bulan', ','), ('bulan', ',', 'pak'), (',', 'pak', 'purbaya'), ('pak', 'purbaya', 'jujur'), ('purbaya', 'jujur', 'berkata'), ('jujur', 'berkata', 'pakta'), ('berkata', 'pakta', 'sesuwai'), ('pakta', 'sesuwai', 'yg'), ('sesuwai', 'yg', 'di'), ('yg', 'di', 'sampaikan'), ('di', 'sampaikan', 'pak'), ('sampaikan', 'pak', 'haok'), ('pak', 'haok', '.')]"
@bajahitam5476,Dia pikir rakyat sekarang percaya apa ini 2025 pak lil tidak semudah itu mau ngibulin rakyat.,dia pikir rakyat sekarang percaya apa ini 2025 pak lil tidak semudah itu mau ngibulin rakyat.,"['dia', 'pikir', 'rakyat', 'sekarang', 'percaya', 'apa', 'ini', '2025', 'pak', 'lil', 'tidak', 'semudah', 'itu', 'mau', 'ngibulin', 'rakyat', '.']","[('dia', 'pikir', 'rakyat'), ('pikir', 'rakyat', 'sekarang'), ('rakyat', 'sekarang', 'percaya'), ('sekarang', 'percaya', 'apa'), ('percaya', 'apa', 'ini'), ('apa', 'ini', '2025'), ('ini', '2025', 'pak'), ('2025', 'pak', 'lil'), ('pak', 'lil', 'tidak'), ('lil', 'tidak', 'semudah'), ('tidak', 'semudah', 'itu'), ('semudah', 'itu', 'mau'), ('itu', 'mau', 'ngibulin'), ('mau', 'ngibulin', 'rakyat'), ('ngibulin', 'rakyat', '.')]"
@biasmaylinka4234,​ @shellarevi5876  sepemikiran... kok masih di pertahankan,​ @shellarevi5876  sepemikiran... kok masih di pertahankan,"['\u200b', '@', 'shellarevi5876', 'sepemikiran', '...', 'kok', 'masih', 'di', 'pertahankan']","[('\u200b', '@', 'shellarevi5876'), ('@', 'shellarevi5876', 'sepemikiran'), ('shellarevi5876', 'sepemikiran', '...'), ('sepemikiran', '...', 'kok'), ('...', 'kok', 'masih'), ('kok', 'masih', 'di'), ('masih', 'di', 'pertahankan')]"
@AsepSuryanto-zu2bp,Kalau over ngapain impor😅😅😅,kalau over ngapain impor😅😅😅,"['kalau', 'over', 'ngapain', 'impor😅😅😅']","[('kalau', 'over', 'ngapain'), ('over', 'ngapain', 'impor😅😅😅')]"
@DSA_VLOG93,Pak masyarakat sudah cerdas sekarang hati hati dalam berstatment 😂,pak masyarakat sudah cerdas sekarang hati hati dalam berstatment 😂,"['pak', 'masyarakat', 'sudah', 'cerdas', 'sekarang', 'hati', 'hati', 'dalam', 'berstatment', '😂']","[('pak', 'masyarakat', 'sudah'), ('masyarakat', 'sudah', 'cerdas'), ('sudah', 'cerdas', 'sekarang'), ('cerdas', 'sekarang', 'hati'), ('sekarang', 'hati', 'hati'), ('hati', 'hati', 'dalam'), ('hati', 'dalam', 'berstatment'), ('dalam', 'berstatment', '😂')]"
@cangkemrabies2008,tetep impor tadi crude oil bukan base oilnya,tetep impor tadi crude oil bukan base oilnya,"['tetep', 'impor', 'tadi', 'crude', 'oil', 'bukan', 'base', 'oilnya']","[('tetep', 'impor', 'tadi'), ('impor', 'tadi', 'crude'), ('tadi', 'crude', 'oil'), ('crude', 'oil', 'bukan'), ('oil', 'bukan', 'base'), ('bukan', 'base', 'oilnya')]"
@jefryjong4750,"😂😂😂😂, itulah kadang pejabat Konoha anggap rakyatnya ginlok..dan mudah dibohongi😢","😂😂😂😂, itulah kadang pejabat konoha anggap rakyatnya ginlok..dan mudah dibohongi😢","['😂😂😂😂', ',', 'itulah', 'kadang', 'pejabat', 'konoha', 'anggap', 'rakyatnya', 'ginlok', '..', 'dan', 'mudah', 'dibohongi😢']","[('😂😂😂😂', ',', 'itulah'), (',', 'itulah', 'kadang'), ('itulah', 'kadang', 'pejabat'), ('kadang', 'pejabat', 'konoha'), ('pejabat', 'konoha', 'anggap'), ('konoha', 'anggap', 'rakyatnya'), ('anggap', 'rakyatnya', 'ginlok'), ('rakyatnya', 'ginlok', '..'), ('ginlok', '..', 'dan'), ('..', 'dan', 'mudah'), ('dan', 'mudah', 'dibohongi😢')]"
@alofficial205,"Berharap Prabowo segera pecat menteri2nya titipannya geng solo yg kerjanya pemeras rakyat dan korupsi kekayaan alam serta maling duit rakyat,,Krn kl TDK secepatnya pecat yg ada Prabowo digulung sama anggota geng Solo!!!","berharap prabowo segera pecat menteri2nya titipannya geng solo yg kerjanya pemeras rakyat dan korupsi kekayaan alam serta maling duit rakyat,,krn kl tdk secepatnya pecat yg ada prabowo digulung sama anggota geng solo!!!","['berharap', 'prabowo', 'segera', 'pecat', 'menteri2nya', 'titipannya', 'geng', 'solo', 'yg', 'kerjanya', 'pemeras', 'rakyat', 'dan', 'korupsi', 'kekayaan', 'alam', 'serta', 'maling', 'duit', 'rakyat', ',', ',krn', 'kl', 'tdk', 'secepatnya', 'pecat', 'yg', 'ada', 'prabowo', 'digulung', 'sama', 'anggota', 'geng', 'solo', '!', '!', '!']","[('berharap', 'prabowo', 'segera'), ('prabowo', 'segera', 'pecat'), ('segera', 'pecat', 'menteri2nya'), ('pecat', 'menteri2nya', 'titipannya'), ('menteri2nya', 'titipannya', 'geng'), ('titipannya', 'geng', 'solo'), ('geng', 'solo', 'yg'), ('solo', 'yg', 'kerjanya'), ('yg', 'kerjanya', 'pemeras'), ('kerjanya', 'pemeras', 'rakyat'), ('pemeras', 'rakyat', 'dan'), ('rakyat', 'dan', 'korupsi'), ('dan', 'korupsi', 'kekayaan'), ('korupsi', 'kekayaan', 'alam'), ('kekayaan', 'alam', 'serta'), ('alam', 'serta', 'maling'), ('serta', 'maling', 'duit'), ('maling', 'duit', 'rakyat'), ('duit', 'rakyat', ','), ('rakyat', ',', ',krn'), (',', ',krn', 'kl'), (',krn', 'kl', 'tdk'), ('kl', 'tdk', 'secepatnya'), ('tdk', 'secepatnya', 'pecat'), ('secepatnya', 'pecat', 'yg'), ('pecat', 'yg', 'ada'), ('yg', 'ada', 'prabowo'), ('ada', 'prabowo', 'digulung'), ('prabowo', 'digulung', 'sama'), ('digulung', 'sama', 'anggota'), ('sama', 'anggota', 'geng'), ('anggota', 'geng', 'solo'), ('geng', 'solo', '!'), ('solo', '!', '!'), ('!', '!', '!')]"
@satisfied_dany,Minyak dari kilang mereka ekspor dan kita impor minyak ke negara seperti Singapura biar bisa di-mark up harganya atau ambil dari negara yg disanksi Amerika biar dapat harga murah.. sisa subsidi bisa Mereka caplok,minyak dari kilang mereka ekspor dan kita impor minyak ke negara seperti singapura biar bisa di-mark up harganya atau ambil dari negara yg disanksi amerika biar dapat harga murah.. sisa subsidi bisa mereka caplok,"['minyak', 'dari', 'kilang', 'mereka', 'ekspor', 'dan', 'kita', 'impor', 'minyak', 'ke', 'negara', 'seperti', 'singapura', 'biar', 'bisa', 'di-mark', 'up', 'harganya', 'atau', 'ambil', 'dari', 'negara', 'yg', 'disanksi', 'amerika', 'biar', 'dapat', 'harga', 'murah', '..', 'sisa', 'subsidi', 'bisa', 'mereka', 'caplok']","[('minyak', 'dari', 'kilang'), ('dari', 'kilang', 'mereka'), ('kilang', 'mereka', 'ekspor'), ('mereka', 'ekspor', 'dan'), ('ekspor', 'dan', 'kita'), ('dan', 'kita', 'impor'), ('kita', 'impor', 'minyak'), ('impor', 'minyak', 'ke'), ('minyak', 'ke', 'negara'), ('ke', 'negara', 'seperti'), ('negara', 'seperti', 'singapura'), ('seperti', 'singapura', 'biar'), ('singapura', 'biar', 'bisa'), ('biar', 'bisa', 'di-mark'), ('bisa', 'di-mark', 'up'), ('di-mark', 'up', 'harganya'), ('up', 'harganya', 'atau'), ('harganya', 'atau', 'ambil'), ('atau', 'ambil', 'dari'), ('ambil', 'dari', 'negara'), ('dari', 'negara', 'yg'), ('negara', 'yg', 'disanksi'), ('yg', 'disanksi', 'amerika'), ('disanksi', 'amerika', 'biar'), ('amerika', 'biar', 'dapat'), ('biar', 'dapat', 'harga'), ('dapat', 'harga', 'murah'), ('harga', 'murah', '..'), ('murah', '..', 'sisa'), ('..', 'sisa', 'subsidi'), ('sisa', 'subsidi', 'bisa'), ('subsidi', 'bisa', 'mereka'), ('bisa', 'mereka', 'caplok')]"
@kcbelilas,"over capacity, riau minyak diesel aja susah, pdhl atas baah isi'a minyak","over capacity, riau minyak diesel aja susah, pdhl atas baah isi'a minyak","['over', 'capacity', ',', 'riau', 'minyak', 'diesel', 'aja', 'susah', ',', 'pdhl', 'atas', 'baah', 'isi', ""'"", 'a', 'minyak']","[('over', 'capacity', ','), ('capacity', ',', 'riau'), (',', 'riau', 'minyak'), ('riau', 'minyak', 'diesel'), ('minyak', 'diesel', 'aja'), ('diesel', 'aja', 'susah'), ('aja', 'susah', ','), ('susah', ',', 'pdhl'), (',', 'pdhl', 'atas'), ('pdhl', 'atas', 'baah'), ('atas', 'baah', 'isi'), ('baah', 'isi', ""'""), ('isi', ""'"", 'a'), (""'"", 'a', 'minyak')]"
@alitadnyana1218,CATAT PARTAINYA,catat partainya,"['catat', 'partainya']",[]
@debujalanan7261,Jangan lupakan peran para WAKIL PARPOL yg   seharusnya mengawasi. Para WAKIL PARPOL sudah pasti kebagian UANG DIAM untuk pura-pura tidak tau.,jangan lupakan peran para wakil parpol yg   seharusnya mengawasi. para wakil parpol sudah pasti kebagian uang diam untuk pura-pura tidak tau.,"['jangan', 'lupakan', 'peran', 'para', 'wakil', 'parpol', 'yg', 'seharusnya', 'mengawasi', '.', 'para', 'wakil', 'parpol', 'sudah', 'pasti', 'kebagian', 'uang', 'diam', 'untuk', 'pura-pura', 'tidak', 'tau', '.']","[('jangan', 'lupakan', 'peran'), ('lupakan', 'peran', 'para'), ('peran', 'para', 'wakil'), ('para', 'wakil', 'parpol'), ('wakil', 'parpol', 'yg'), ('parpol', 'yg', 'seharusnya'), ('yg', 'seharusnya', 'mengawasi'), ('seharusnya', 'mengawasi', '.'), ('mengawasi', '.', 'para'), ('.', 'para', 'wakil'), ('para', 'wakil', 'parpol'), ('wakil', 'parpol', 'sudah'), ('parpol', 'sudah', 'pasti'), ('sudah', 'pasti', 'kebagian'), ('pasti', 'kebagian', 'uang'), ('kebagian', 'uang', 'diam'), ('uang', 'diam', 'untuk'), ('diam', 'untuk', 'pura-pura'), ('untuk', 'pura-pura', 'tidak'), ('pura-pura', 'tidak', 'tau'), ('tidak', 'tau', '.')]"
@allenz-zy3,Menteri kebanggaan jokontolll😅😅😅😅,menteri kebanggaan jokontolll😅😅😅😅,"['menteri', 'kebanggaan', 'jokontolll😅😅😅😅']","[('menteri', 'kebanggaan', 'jokontolll😅😅😅😅')]"
@bakasboy4792,😂,😂,['😂'],[]
@ramasaid9915,Tuyul berkulit coklat,tuyul berkulit coklat,"['tuyul', 'berkulit', 'coklat']","[('tuyul', 'berkulit', 'coklat')]"
@rabbanichannel2461,Ayo tebak siapa kira2 mentri sebentar lagi yg akan ditangkap kpk?,ayo tebak siapa kira2 mentri sebentar lagi yg akan ditangkap kpk?,"['ayo', 'tebak', 'siapa', 'kira2', 'mentri', 'sebentar', 'lagi', 'yg', 'akan', 'ditangkap', 'kpk', '?']","[('ayo', 'tebak', 'siapa'), ('tebak', 'siapa', 'kira2'), ('siapa', 'kira2', 'mentri'), ('kira2', 'mentri', 'sebentar'), ('mentri', 'sebentar', 'lagi'), ('sebentar', 'lagi', 'yg'), ('lagi', 'yg', 'akan'), ('yg', 'akan', 'ditangkap'), ('akan', 'ditangkap', 'kpk'), ('ditangkap', 'kpk', '?')]"
@ajidabumumtaz8849,Klo termul percaya ajah krn gk bisa rasional. Surplus ko malah import,klo termul percaya ajah krn gk bisa rasional. surplus ko malah import,"['klo', 'termul', 'percaya', 'ajah', 'krn', 'gk', 'bisa', 'rasional', '.', 'surplus', 'ko', 'malah', 'import']","[('klo', 'termul', 'percaya'), ('termul', 'percaya', 'ajah'), ('percaya', 'ajah', 'krn'), ('ajah', 'krn', 'gk'), ('krn', 'gk', 'bisa'), ('gk', 'bisa', 'rasional'), ('bisa', 'rasional', '.'), ('rasional', '.', 'surplus'), ('.', 'surplus', 'ko'), ('surplus', 'ko', 'malah'), ('ko', 'malah', 'import')]"
