author,comment
@bman2586,karakter penjahat nya kuat banget
@dimasabimanyu2157,Bakar Kilang... Bakar rumah tuh Goblin Anjinggg..
@pakyupakyu,"Bahlil penghubung antar mafia. si arab tu tau kan, itu bos besar si bahlil."
@mastragadomalolalo-u1n,Menurutmu apa yang membuat Presiden Prabowo tidak mengganti bahlil ini?
@imandinifauzi,"MENGAWAI IMPOR YA LIL, BIAR BANYAK CUAN NYAAAAAAAAA 😂"
@misbahulmunir9349,Pak menkeu sama pak esdm kok kayak gak sejalan yah... 😅😅
@PUrwa-g2w,Rupa rupanya bahlil sedang menghalu....saya liat rautbwajah bahlil seakan tidak dalam keadaan baik baik saja.
@ganangfirstianto7419,"wah jelas 600.000 USD banyak, kalo buat pembangunann. kalo korupsi..."
@vsp2856,Si koplak yang mau bikin gas antri msh jabat..... Bnyak ngomong nyebelin pecat ja bgs nya
@iqbalHanafi-i1j5c,Menteri titipan ya gitu balul
@OBLAXS,"Setelah 4G trus 5G TRUS.. nemG crot...

Artinya Lol..Jalan tol makin sepi jalan makin lancardh.. pdhl kabel na eta2 bae...
Cuma SERVER WADAH YG DI PERBESAR..
GIMANA BIAR CPET PENUH...YAH DIGITAL NYA DI NAEKIN  PIXEL wow"
@bilgomesddm,saya heran sama pak Prabowo....kenapa menteri itu belom di ganti.....Bahlil ini hanya menguntungkan mafia...banyak pengeluaran negara lewat diam.kacau
@idsl6227,"Pokoknya pak purbaya ini kalau ngomong selalu to the point biar masyarakat tau dan jadi paham, jd ketika ekonomi indonesia goyang itu gak selalu salah dari menteri nya yg ambil kebijakan,tapi justru menteri udah ngasih arahan pun dilapangan nya yg pada ngaco dan bandel 😂
Bagus sih lama-lama masyarakat teredukasi dan jadi tau yg gak becus itu yg mana wkwkwkk"
@tommywisnu70,"Ya jelas lah penjahat lbh milih impor,, soale impor ada cuannya 😂😂 ahhh sudahhh lahhh...
Jgn kasih kendor pak purbayaa,,, gasak aja si tuyul ireng nya..."
@radityajuliantosjsfs.1338,Sekian juta orang di indonesia kenapa bahlil si yang di jadiin menteri?
@ganjarsafaat61,tersengat listrik kayanya ni pak bahlil
